Airline,Travel Date,Return Date,Departure,Arrival,Price,Total Travel Time,Stops,Layover City,Layover Time,Collection Date
United,2024-07-04,2024-07-13,7:58pm,4:05am,"$1,308",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-07-04,2024-07-13,6:00am,4:05am,"$1,319",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
United,2024-07-04,2024-07-13,6:00am,6:45pm,"$1,641",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
multipleAirlines,2024-07-04,2024-07-13,7:45pm,4:10am,"$2,418",19 hours 25 minutes,One,Seattle,3 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-04,2024-07-13,5:45pm,4:10am,"$2,418",21 hours 25 minutes,One,Seattle,5 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-04,2024-07-13,7:58pm,4:50am,"$2,698",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
multipleAirlines,2024-07-04,2024-07-13,3:59pm,4:10am,"$2,418",23 hours 11 minutes,One,Seattle,6 hours 59 minutes,2024-07-03
Turkish Airlines,2024-07-04,2024-07-13,8:40pm,5:55pm,"$2,411",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
United,2024-07-04,2024-07-13,7:58pm,6:45pm,"$2,288",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
Japan Airlines,2024-07-04,2024-07-13,12:05pm,8:55pm,"$3,535",19 hours 50 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Asiana Airlines,2024-07-04,2024-07-13,7:58pm,11:30am,"$2,073",26 hours 32 minutes,Two,"San Francisco, Seoul","1 hour 43 minutes, 6 hours 0 minutes",2024-07-03
multipleAirlines,2024-07-04,2024-07-13,3:59pm,4:40am,"$2,086",23 hours 41 minutes,Two,"Seattle, San Francisco","1 hour 48 minutes, 2 hours 40 minutes",2024-07-03
Cathay Pacific,2024-07-04,2024-07-13,6:30pm,8:55am,"$2,289",25 hours 25 minutes,Two,"Los Angeles, Hong Kong","4 hours 31 minutes, 1 hour 20 minutes",2024-07-03
Cathay Pacific,2024-07-04,2024-07-13,6:30pm,9:00am,"$2,289",25 hours 30 minutes,Two,"Los Angeles, Hong Kong","4 hours 31 minutes, 1 hour 15 minutes",2024-07-03
Japan Airlines,2024-07-04,2024-07-13,12:30pm,11:35am,"$2,984",34 hours 5 minutes,One,Tokyo,17 hours 0 minutes,2024-07-03
Cathay Pacific,2024-07-04,2024-07-13,6:30pm,10:05am,"$2,289",26 hours 35 minutes,Two,"Los Angeles, Hong Kong","5 hours 31 minutes, 1 hour 25 minutes",2024-07-03
Cathay Pacific,2024-07-04,2024-07-13,6:30pm,10:05am,"$2,289",26 hours 35 minutes,Two,"Los Angeles, Hong Kong","4 hours 31 minutes, 2 hours 25 minutes",2024-07-03
Cathay Pacific,2024-07-04,2024-07-13,6:30pm,9:55am,"$2,289",26 hours 25 minutes,Two,"Los Angeles, Hong Kong","5 hours 31 minutes, 1 hour 15 minutes",2024-07-03
Cathay Pacific,2024-07-04,2024-07-13,6:30pm,9:55am,"$2,289",26 hours 25 minutes,Two,"Los Angeles, Hong Kong","4 hours 31 minutes, 2 hours 15 minutes",2024-07-03
Cathay Pacific,2024-07-04,2024-07-13,6:30pm,10:40am,"$2,289",27 hours 10 minutes,Two,"Los Angeles, Hong Kong","4 hours 31 minutes, 2 hours 50 minutes",2024-07-03
Cathay Pacific,2024-07-04,2024-07-13,6:30pm,10:40am,"$2,289",27 hours 10 minutes,Two,"Los Angeles, Hong Kong","5 hours 31 minutes, 1 hour 50 minutes",2024-07-03
Cathay Pacific,2024-07-04,2024-07-13,6:30pm,11:00am,"$2,289",27 hours 30 minutes,Two,"Los Angeles, Hong Kong","4 hours 31 minutes, 3 hours 15 minutes",2024-07-03
Cathay Pacific,2024-07-04,2024-07-13,6:30pm,11:00am,"$2,289",27 hours 30 minutes,Two,"Los Angeles, Hong Kong","5 hours 31 minutes, 2 hours 15 minutes",2024-07-03
Delta,2024-07-04,2024-07-13,5:25am,3:30pm,"$2,959",21 hours 5 minutes,Two,"Salt Lake City, Seattle","1 hour 31 minutes, 1 hour 58 minutes",2024-07-03
Korean Air,2024-07-04,2024-07-13,12:10pm,12:10pm,"$3,147",35 hours 0 minutes,One,Seoul,17 hours 50 minutes,2024-07-03
United,2024-07-05,2024-07-14,7:58pm,4:05am,"$1,405",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-07-05,2024-07-14,6:00am,6:45pm,"$1,405",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-07-05,2024-07-14,6:00am,4:05am,"$1,551",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
multipleAirlines,2024-07-05,2024-07-14,7:45pm,5:10am,"$2,502",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
United,2024-07-05,2024-07-14,7:58pm,6:45pm,"$2,076",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
multipleAirlines,2024-07-05,2024-07-14,7:58pm,5:15am,"$2,593",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
multipleAirlines,2024-07-05,2024-07-14,7:58pm,4:50am,"$2,528",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
multipleAirlines,2024-07-05,2024-07-14,5:45pm,5:10am,"$2,502",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-05,2024-07-14,6:00am,5:00pm,"$2,693",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
multipleAirlines,2024-07-05,2024-07-14,3:59pm,5:10am,"$2,502",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
multipleAirlines,2024-07-05,2024-07-14,2:30pm,5:10am,"$2,502",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
Turkish Airlines,2024-07-05,2024-07-14,8:40pm,5:55pm,"$2,421",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
China Airlines,2024-07-05,2024-07-14,6:20am,9:20pm,"$2,530",26 hours 0 minutes,One,Los Angeles,9 hours 15 minutes,2024-07-03
multipleAirlines,2024-07-05,2024-07-14,7:58pm,12:10pm,"$1,910",27 hours 12 minutes,Two,"San Francisco, Tokyo","3 hours 58 minutes, 5 hours 10 minutes",2024-07-03
multipleAirlines,2024-07-05,2024-07-14,12:53pm,5:10am,"$2,502",27 hours 17 minutes,One,Seattle,11 hours 8 minutes,2024-07-03
multipleAirlines,2024-07-05,2024-07-14,9:45pm,9:55am,"$2,110",23 hours 10 minutes,Two,"Los Angeles, Hong Kong","2 hours 23 minutes, 1 hour 15 minutes",2024-07-03
Cathay Pacific,2024-07-05,2024-07-14,9:45pm,9:55am,"$2,131",23 hours 10 minutes,Two,"Los Angeles, Hong Kong","2 hours 23 minutes, 1 hour 15 minutes",2024-07-03
Cathay Pacific,2024-07-05,2024-07-14,9:45pm,10:05am,"$2,131",23 hours 20 minutes,Two,"Los Angeles, Hong Kong","2 hours 23 minutes, 1 hour 25 minutes",2024-07-03
Cathay Pacific,2024-07-05,2024-07-14,8:45pm,9:55am,"$2,131",24 hours 10 minutes,Two,"Los Angeles, Hong Kong","3 hours 25 minutes, 1 hour 15 minutes",2024-07-03
Cathay Pacific,2024-07-05,2024-07-14,9:45pm,10:40am,"$2,131",23 hours 55 minutes,Two,"Los Angeles, Hong Kong","2 hours 23 minutes, 1 hour 50 minutes",2024-07-03
Cathay Pacific,2024-07-05,2024-07-14,9:45pm,11:00am,"$2,131",24 hours 15 minutes,Two,"Los Angeles, Hong Kong","2 hours 23 minutes, 2 hours 15 minutes",2024-07-03
Cathay Pacific,2024-07-05,2024-07-14,8:45pm,10:05am,"$2,131",24 hours 20 minutes,Two,"Los Angeles, Hong Kong","3 hours 25 minutes, 1 hour 25 minutes",2024-07-03
Cathay Pacific,2024-07-05,2024-07-14,9:45pm,11:50am,"$2,131",25 hours 5 minutes,Two,"Los Angeles, Hong Kong","2 hours 23 minutes, 3 hours 10 minutes",2024-07-03
Cathay Pacific,2024-07-05,2024-07-14,8:45pm,10:40am,"$2,131",24 hours 55 minutes,Two,"Los Angeles, Hong Kong","3 hours 25 minutes, 1 hour 50 minutes",2024-07-03
Japan Airlines,2024-07-05,2024-07-14,11:30am,8:50pm,"$3,365",20 hours 20 minutes,One,Tokyo,3 hours 40 minutes,2024-07-03
United,2024-07-06,2024-07-15,7:58pm,4:05am,"$1,361",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-07-06,2024-07-15,6:00am,6:45pm,"$1,361",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-07-06,2024-07-15,8:25am,6:45pm,"$1,405",21 hours 20 minutes,Two,"Houston, San Francisco","0 hours 36 minutes, 2 hours 20 minutes",2024-07-03
United,2024-07-06,2024-07-15,7:15am,6:45pm,"$1,405",22 hours 30 minutes,Two,"Houston, San Francisco","1 hour 49 minutes, 2 hours 20 minutes",2024-07-03
United,2024-07-06,2024-07-15,6:00am,4:05am,"$1,373",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
United,2024-07-06,2024-07-15,5:15am,6:45pm,"$1,405",24 hours 30 minutes,Two,"Houston, San Francisco","3 hours 44 minutes, 2 hours 20 minutes",2024-07-03
United,2024-07-06,2024-07-15,2:22pm,4:05am,"$1,405",24 hours 43 minutes,Two,"Houston, San Francisco","2 hours 30 minutes, 3 hours 33 minutes",2024-07-03
United,2024-07-06,2024-07-15,2:22pm,4:05am,"$1,405",24 hours 43 minutes,Two,"Houston, San Francisco","1 hour 10 minutes, 4 hours 53 minutes",2024-07-03
multipleAirlines,2024-07-06,2024-07-15,5:45pm,4:10am,"$2,338",21 hours 25 minutes,One,Seattle,5 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-06,2024-07-15,6:00am,5:00pm,"$2,600",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
multipleAirlines,2024-07-06,2024-07-15,5:45pm,5:10am,"$2,338",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
United,2024-07-06,2024-07-15,7:58pm,6:45pm,"$2,015",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
multipleAirlines,2024-07-06,2024-07-15,2:30pm,5:10am,"$2,338",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
multipleAirlines,2024-07-06,2024-07-15,2:30pm,4:10am,"$2,338",24 hours 40 minutes,One,Seattle,8 hours 28 minutes,2024-07-03
multipleAirlines,2024-07-06,2024-07-15,3:59pm,5:10am,"$2,338",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
multipleAirlines,2024-07-06,2024-07-15,3:59pm,4:10am,"$2,338",23 hours 11 minutes,One,Seattle,6 hours 59 minutes,2024-07-03
multipleAirlines,2024-07-06,2024-07-15,12:53pm,5:10am,"$2,338",27 hours 17 minutes,One,Seattle,11 hours 8 minutes,2024-07-03
multipleAirlines,2024-07-06,2024-07-15,12:53pm,4:10am,"$2,338",26 hours 17 minutes,One,Seattle,10 hours 8 minutes,2024-07-03
Turkish Airlines,2024-07-06,2024-07-15,8:40pm,5:55pm,"$2,341",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
multipleAirlines,2024-07-06,2024-07-15,7:58pm,12:10pm,"$1,993",27 hours 12 minutes,Two,"San Francisco, Tokyo","3 hours 58 minutes, 5 hours 10 minutes",2024-07-03
multipleAirlines,2024-07-06,2024-07-15,8:45pm,8:55am,"$2,374",23 hours 10 minutes,Two,"Vancouver, Hong Kong","2 hours 25 minutes, 1 hour 30 minutes",2024-07-03
multipleAirlines,2024-07-06,2024-07-15,8:45pm,8:55am,"$2,379",23 hours 10 minutes,Two,"Los Angeles, Hong Kong","2 hours 25 minutes, 1 hour 20 minutes",2024-07-03
Japan Airlines,2024-07-06,2024-07-15,11:30am,11:35am,"$2,984",35 hours 5 minutes,One,Tokyo,18 hours 15 minutes,2024-07-03
Cathay Pacific,2024-07-06,2024-07-15,8:45pm,8:55am,"$2,400",23 hours 10 minutes,Two,"Los Angeles, Hong Kong","2 hours 25 minutes, 1 hour 20 minutes",2024-07-03
Cathay Pacific,2024-07-06,2024-07-15,9:45pm,9:55am,"$2,400",23 hours 10 minutes,Two,"Los Angeles, Hong Kong","2 hours 23 minutes, 1 hour 15 minutes",2024-07-03
United,2024-07-07,2024-07-16,8:04pm,4:05am,"$1,361",19 hours 1 minute,One,San Francisco,1 hour 52 minutes,2024-07-03
United,2024-07-07,2024-07-16,6:00am,6:45pm,"$1,361",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-07-07,2024-07-16,5:15am,6:45pm,"$1,405",24 hours 30 minutes,Two,"Houston, San Francisco","1 hour 14 minutes, 4 hours 43 minutes",2024-07-03
multipleAirlines,2024-07-07,2024-07-16,8:25am,6:25pm,"$1,594",21 hours 0 minutes,Two,"Houston, Tokyo","1 hour 6 minutes, 1 hour 45 minutes",2024-07-03
multipleAirlines,2024-07-07,2024-07-16,7:15am,6:25pm,"$1,594",22 hours 10 minutes,Two,"Houston, Tokyo","2 hours 19 minutes, 1 hour 45 minutes",2024-07-03
United,2024-07-07,2024-07-16,6:00am,4:05am,"$1,566",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
multipleAirlines,2024-07-07,2024-07-16,5:15am,6:25pm,"$1,594",24 hours 10 minutes,Two,"Houston, Tokyo","4 hours 14 minutes, 1 hour 45 minutes",2024-07-03
Japan Airlines,2024-07-07,2024-07-16,12:00pm,8:55pm,"$2,259",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Japan Airlines,2024-07-07,2024-07-16,12:00pm,2:30pm,"$1,993",37 hours 30 minutes,One,Tokyo,20 hours 45 minutes,2024-07-03
Delta,2024-07-07,2024-07-16,5:25am,3:30pm,"$1,854",21 hours 5 minutes,Two,"Salt Lake City, Seattle","1 hour 31 minutes, 1 hour 58 minutes",2024-07-03
United,2024-07-07,2024-07-16,8:04pm,6:45pm,"$1,937",33 hours 41 minutes,One,San Francisco,16 hours 37 minutes,2024-07-03
Japan Airlines,2024-07-07,2024-07-16,12:25pm,8:50pm,"$2,512",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
multipleAirlines,2024-07-07,2024-07-16,5:45pm,5:10am,"$2,293",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
Japan Airlines,2024-07-07,2024-07-16,11:30am,8:50pm,"$2,756",20 hours 20 minutes,One,Tokyo,3 hours 40 minutes,2024-07-03
Turkish Airlines,2024-07-07,2024-07-16,8:40pm,5:55pm,"$2,297",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
Japan Airlines,2024-07-07,2024-07-16,12:25pm,11:35am,"$2,380",34 hours 10 minutes,One,Tokyo,17 hours 0 minutes,2024-07-03
Korean Air,2024-07-07,2024-07-16,10:30am,2:10pm,"$2,388",38 hours 40 minutes,One,Seoul,21 hours 20 minutes,2024-07-03
multipleAirlines,2024-07-07,2024-07-16,8:04pm,12:10pm,"$1,877",27 hours 6 minutes,Two,"San Francisco, Tokyo","3 hours 52 minutes, 5 hours 10 minutes",2024-07-03
multipleAirlines,2024-07-07,2024-07-16,12:10pm,10:30pm,"$3,097",21 hours 20 minutes,One,Seoul,4 hours 10 minutes,2024-07-03
Japan Airlines,2024-07-07,2024-07-16,11:30am,11:35am,"$2,606",35 hours 5 minutes,One,Tokyo,18 hours 15 minutes,2024-07-03
multipleAirlines,2024-07-07,2024-07-16,8:19am,8:55pm,"$2,175",23 hours 36 minutes,Two,"Vancouver, Tokyo","3 hours 20 minutes, 1 hour 40 minutes",2024-07-03
multipleAirlines,2024-07-07,2024-07-16,6:57pm,9:00am,"$2,167",25 hours 3 minutes,Two,"San Francisco, Hong Kong","4 hours 17 minutes, 1 hour 0 minutes",2024-07-03
multipleAirlines,2024-07-07,2024-07-16,7:11am,8:55pm,"$2,184",24 hours 44 minutes,Two,"San Diego, Tokyo","5 hours 20 minutes, 1 hour 25 minutes",2024-07-03
Cathay Pacific,2024-07-07,2024-07-16,7:30pm,9:55am,"$2,189",25 hours 25 minutes,Two,"Los Angeles, Hong Kong","4 hours 34 minutes, 1 hour 15 minutes",2024-07-03
Cathay Pacific,2024-07-07,2024-07-16,7:30pm,10:05am,"$2,189",25 hours 35 minutes,Two,"Los Angeles, Hong Kong","4 hours 34 minutes, 1 hour 25 minutes",2024-07-03
United,2024-07-08,2024-07-17,7:58pm,4:05am,"$1,336",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-07-08,2024-07-17,6:00am,6:45pm,"$1,336",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
United,2024-07-08,2024-07-17,2:22pm,4:05am,"$1,365",24 hours 43 minutes,Two,"Houston, San Francisco","1 hour 10 minutes, 4 hours 53 minutes",2024-07-03
United,2024-07-08,2024-07-17,2:22pm,4:05am,"$1,365",24 hours 43 minutes,Two,"Houston, San Francisco","2 hours 30 minutes, 3 hours 33 minutes",2024-07-03
United,2024-07-08,2024-07-17,2:22pm,4:05am,"$1,365",24 hours 43 minutes,Two,"Houston, San Francisco","4 hours 19 minutes, 1 hour 45 minutes",2024-07-03
United,2024-07-08,2024-07-17,6:00am,4:05am,"$1,503",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
Japan Airlines,2024-07-08,2024-07-17,12:00pm,8:55pm,"$2,162",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Korean Air,2024-07-08,2024-07-17,10:30am,12:10pm,"$1,952",36 hours 40 minutes,One,Seoul,19 hours 15 minutes,2024-07-03
Japan Airlines,2024-07-08,2024-07-17,12:00pm,2:30pm,"$1,970",37 hours 30 minutes,One,Tokyo,20 hours 45 minutes,2024-07-03
Delta,2024-07-08,2024-07-17,3:09pm,3:15pm,"$1,918",35 hours 6 minutes,One,Seattle,18 hours 20 minutes,2024-07-03
Delta,2024-07-08,2024-07-17,5:25am,3:20pm,"$1,899",20 hours 55 minutes,Two,"Salt Lake City, Seattle","1 hour 26 minutes, 2 hours 0 minutes",2024-07-03
Japan Airlines,2024-07-08,2024-07-17,12:25pm,8:50pm,"$2,610",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
Japan Airlines,2024-07-08,2024-07-17,12:25pm,11:35am,"$2,160",34 hours 10 minutes,One,Tokyo,17 hours 0 minutes,2024-07-03
multipleAirlines,2024-07-08,2024-07-17,7:45pm,5:10am,"$2,446",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
United,2024-07-08,2024-07-17,7:58pm,6:45pm,"$2,026",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
multipleAirlines,2024-07-08,2024-07-17,5:45pm,5:10am,"$2,529",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-08,2024-07-17,3:59pm,5:10am,"$2,529",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
Turkish Airlines,2024-07-08,2024-07-17,8:40pm,5:55pm,"$2,350",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
Delta,2024-07-08,2024-07-17,5:50am,5:50pm,"$1,988",23 hours 0 minutes,Two,"Atlanta, Seoul","0 hours 44 minutes, 1 hour 45 minutes",2024-07-03
multipleAirlines,2024-07-08,2024-07-17,2:30pm,5:10am,"$2,529",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
Cathay Pacific,2024-07-08,2024-07-17,9:45pm,9:55am,"$2,081",23 hours 10 minutes,Two,"Los Angeles, Hong Kong","2 hours 23 minutes, 1 hour 15 minutes",2024-07-03
multipleAirlines,2024-07-08,2024-07-17,7:58pm,12:10pm,"$1,877",27 hours 12 minutes,Two,"San Francisco, Tokyo","3 hours 58 minutes, 5 hours 10 minutes",2024-07-03
Cathay Pacific,2024-07-08,2024-07-17,9:45pm,10:05am,"$2,081",23 hours 20 minutes,Two,"Los Angeles, Hong Kong","2 hours 23 minutes, 1 hour 25 minutes",2024-07-03
Korean Air,2024-07-08,2024-07-17,12:10pm,9:25am,"$2,769",32 hours 15 minutes,One,Seoul,15 hours 10 minutes,2024-07-03
Korean Air,2024-07-08,2024-07-17,7:00am,5:50pm,"$2,447",21 hours 50 minutes,Two,"Minneapolis, Seoul","2 hours 5 minutes, 0 hours 50 minutes",2024-07-03
United,2024-07-09,2024-07-18,7:58pm,4:05am,"$1,368",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-07-09,2024-07-18,6:00am,6:45pm,"$1,368",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
Delta,2024-07-09,2024-07-18,7:54am,3:15pm,"$1,903",18 hours 21 minutes,One,Seattle,1 hour 33 minutes,2024-07-03
United,2024-07-09,2024-07-18,6:00am,4:05am,"$1,511",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
Japan Airlines,2024-07-09,2024-07-18,12:00pm,8:55pm,"$2,223",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Delta,2024-07-09,2024-07-18,3:09pm,3:20pm,"$1,921",35 hours 11 minutes,One,Seattle,18 hours 25 minutes,2024-07-03
Japan Airlines,2024-07-09,2024-07-18,12:25pm,8:50pm,"$2,371",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,7:45pm,5:10am,"$2,306",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,7:45pm,4:10am,"$2,306",19 hours 25 minutes,One,Seattle,3 hours 10 minutes,2024-07-03
Japan Airlines,2024-07-09,2024-07-18,12:00pm,2:30pm,"$2,031",37 hours 30 minutes,One,Tokyo,20 hours 45 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,5:45pm,4:10am,"$2,306",21 hours 25 minutes,One,Seattle,5 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,5:45pm,5:10am,"$2,306",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
United,2024-07-09,2024-07-18,7:58pm,6:45pm,"$2,026",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,7:58pm,5:15am,"$2,461",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,7:58pm,4:50am,"$2,461",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,6:00am,5:00pm,"$2,561",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,3:59pm,5:10am,"$2,306",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,2:30pm,5:10am,"$2,306",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,3:59pm,4:10am,"$2,306",23 hours 11 minutes,One,Seattle,6 hours 59 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,2:30pm,4:10am,"$2,306",24 hours 40 minutes,One,Seattle,8 hours 28 minutes,2024-07-03
Asiana Airlines,2024-07-09,2024-07-18,7:58pm,11:30am,"$1,782",26 hours 32 minutes,Two,"San Francisco, Seoul","1 hour 43 minutes, 6 hours 0 minutes",2024-07-03
multipleAirlines,2024-07-09,2024-07-18,12:53pm,5:10am,"$2,382",27 hours 17 minutes,One,Seattle,11 hours 8 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,12:53pm,4:10am,"$2,382",26 hours 17 minutes,One,Seattle,10 hours 8 minutes,2024-07-03
Turkish Airlines,2024-07-09,2024-07-18,8:40pm,5:55pm,"$2,385",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
multipleAirlines,2024-07-09,2024-07-18,10:10am,8:55pm,"$2,148",21 hours 45 minutes,Two,"Los Angeles, Tokyo","2 hours 14 minutes, 1 hour 30 minutes",2024-07-03
United,2024-07-10,2024-07-19,7:58pm,4:05am,"$1,716",19 hours 7 minutes,One,San Francisco,1 hour 58 minutes,2024-07-03
United,2024-07-10,2024-07-19,6:00am,6:45pm,"$1,716",23 hours 45 minutes,One,San Francisco,6 hours 46 minutes,2024-07-03
Delta,2024-07-10,2024-07-19,7:54am,3:20pm,"$1,943",18 hours 26 minutes,One,Seattle,1 hour 38 minutes,2024-07-03
Delta,2024-07-10,2024-07-19,3:09pm,3:30pm,"$1,961",35 hours 21 minutes,One,Seattle,18 hours 35 minutes,2024-07-03
Japan Airlines,2024-07-10,2024-07-19,12:00pm,8:55pm,"$2,367",19 hours 55 minutes,One,Tokyo,3 hours 10 minutes,2024-07-03
Japan Airlines,2024-07-10,2024-07-19,12:25pm,8:50pm,"$2,475",19 hours 25 minutes,One,Tokyo,2 hours 25 minutes,2024-07-03
United,2024-07-10,2024-07-19,7:58pm,6:45pm,"$2,066",33 hours 47 minutes,One,San Francisco,16 hours 43 minutes,2024-07-03
Korean Air,2024-07-10,2024-07-19,7:00am,5:50pm,"$2,032",21 hours 50 minutes,Two,"Minneapolis, Seoul","2 hours 5 minutes, 0 hours 50 minutes",2024-07-03
multipleAirlines,2024-07-10,2024-07-19,7:45pm,5:10am,"$2,506",20 hours 25 minutes,One,Seattle,4 hours 10 minutes,2024-07-03
United,2024-07-10,2024-07-19,6:00am,4:05am,"$2,066",33 hours 5 minutes,One,San Francisco,16 hours 1 minute,2024-07-03
multipleAirlines,2024-07-10,2024-07-19,7:58pm,5:15am,"$2,619",20 hours 17 minutes,One,San Francisco,3 hours 38 minutes,2024-07-03
multipleAirlines,2024-07-10,2024-07-19,7:58pm,4:50am,"$2,619",19 hours 52 minutes,One,San Francisco,3 hours 13 minutes,2024-07-03
multipleAirlines,2024-07-10,2024-07-19,6:00am,5:00pm,"$2,619",22 hours 0 minutes,One,San Francisco,5 hours 16 minutes,2024-07-03
multipleAirlines,2024-07-10,2024-07-19,5:45pm,5:10am,"$2,506",22 hours 25 minutes,One,Seattle,6 hours 10 minutes,2024-07-03
Korean Air,2024-07-10,2024-07-19,12:10pm,9:25am,"$2,516",32 hours 15 minutes,One,Seoul,15 hours 10 minutes,2024-07-03
multipleAirlines,2024-07-10,2024-07-19,3:59pm,5:10am,"$2,506",24 hours 11 minutes,One,Seattle,7 hours 59 minutes,2024-07-03
multipleAirlines,2024-07-10,2024-07-19,2:30pm,5:10am,"$2,506",25 hours 40 minutes,One,Seattle,9 hours 28 minutes,2024-07-03
Turkish Airlines,2024-07-10,2024-07-19,8:40pm,5:55pm,"$2,425",32 hours 15 minutes,One,Istanbul,8 hours 55 minutes,2024-07-03
Cathay Pacific,2024-07-10,2024-07-19,8:45pm,9:55am,"$2,110",24 hours 10 minutes,Two,"Los Angeles, Hong Kong","3 hours 25 minutes, 1 hour 15 minutes",2024-07-03
multipleAirlines,2024-07-10,2024-07-19,3:59pm,4:40am,"$2,097",23 hours 41 minutes,Two,"Seattle, San Francisco","1 hour 48 minutes, 2 hours 40 minutes",2024-07-03
Cathay Pacific,2024-07-10,2024-07-19,8:45pm,10:05am,"$2,110",24 hours 20 minutes,Two,"Los Angeles, Hong Kong","3 hours 25 minutes, 1 hour 25 minutes",2024-07-03
